,link,title,bias rating,factual reporting,country,press freedom rating,media type,traffic/popularity,mbfc credibility rating
0,https://www.accountable.us/,Accountable.US,left,mostly factual,usa,mostly free,organization/foundation,minimal traffic,medium credibility
1,http://act.tv,Act.TV,left,mostly factual,usa,mostly free,website,minimal traffic,medium credibility
2,https://www.aftonbladet.se,Aftonbladet,left,mixed,sweden,excellent,newspaper,high traffic,medium credibility
3,https://aldianews.com,Al DIA,left,mixed,usa,,website,medium traffic,medium credibility
4,https://www.afj.org/,Alliance for Justice (AFJ),left,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
5,https://www.altnews.in,Alt News,left,high,india,limited freedom,website,medium traffic,high credibility
6,https://www.alternet.org/,AlterNet,left,mixed,usa,mostly free,website,medium traffic,medium credibility
7,http://aidc.org.za/amandla-media/,Amandla,left,high,south africa,mostly free,magazine,minimal traffic,high credibility
8,http://americablog.com/,AmericaBlog,left,high,usa,,,,
9,https://americanbridgepac.org/,American Bridge 21st Century,left,mixed,usa,mostly free,organization/foundation,minimal traffic,medium credibility
10,https://www.americanoversight.org,American Oversight,left,mostly factual,usa,mostly free,organization/foundation,minimal traffic,medium credibility
11,https://www.au.org/,Americans United for Separation of Church and State,left,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
12,https://angrywhitemen.org,Angry White Men,left,mixed,usa,mostly free,website,minimal traffic,medium credibility
13,https://attackthesystem.com/,Attack The System,left,mixed,usa,mostly free,website,minimal traffic,medium credibility
14,https://www.autostraddle.com/,AutoStraddle,left-center,high,usa,mostly free,magazine,medium traffic,high credibility
15,https://www.baltimoresun.com/citypaper/,Baltimore City Paper,left,mostly factual,usa,mostly free,website,medium traffic,high credibility
16,https://www.ebar.com/,Bay Area Reporter,left,high,usa,mostly free,newspaper,minimal traffic,high credibility
17,https://beingliberal.org/,Being Liberal,left,mixed,usa,mostly free,website,medium traffic,medium credibility
18,https://billmoyers.com/,BillMoyers.com,left,mostly factual,usa,mostly free,website,minimal traffic,medium credibility
19,https://bitchmedia.org/,Bitch Media,left,high,usa,,magazine,medium traffic,high credibility
20,https://blackagendareport.com/,Black Agenda Report,left,mixed,usa,mostly free,website,medium traffic,medium credibility
21,https://blackamericaweb.com/,Black America Web,left,mostly factual,usa,mostly free,website,mediumtraffic,medium credibility
22,https://blacklivesmatter.com,Black Lives Matter,left,mixed,usa,,organization/foundation,medium traffic,medium credibility
23,https://blackmainstreet.net/,Black Main Street,left,mostly factual,usa,mostly free,website,minimal traffic,medium credibility
24,https://bnc.tv/,BNC – Black News Channel,left,mostly factual,usa,mostly free,tv station,minimal traffic,medium credibility
25,https://boingboing.net,Boing Boing,left,mixed,usa,mostly free,website,high traffic,medium credibility
26,http://bostonreview.net,Boston Review,left,high,usa,,magazine,medium traffic,high credibility
27,https://www.brut.media/,Brut.Media,left,mostly factual,france,,website,medium traffic,medium credibility
28,https://bust.com,Bust Magazine,left,mostly factual,usa,mostly free,magazine,medium traffic,medium credibility
29,https://www.calltoactivism.com/,Call to Activism,left,mostly factual,usa,mostly free,website,high traffic (social media),medium credibility
30,https://canadafactcheck.ca,Canada Fact Check,left,mostly factual,canada,,website,medium traffic,medium credibility
31,https://canadiandimension.com/,Canadian Dimension,left,mostly factual,canada,,magazine,minimal traffic,medium credibility
32,https://capitalandmain.com,Capital & Main,left,high,usa,,website,minimal traffic,high credibility
33,https://www.care2.com,Care2,left,mixed,usa,,website,medium traffic,medium credibility
34,https://ceasefiremagazine.co.uk/,Ceasefire Magazine,,high,united kingdom,,,,
35,https://www.americanprogress.org/,Center for American Progress,left,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
36,clasp.org/,Center for Law and Social Policy (CLASP),left,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
37,https://www.prwatch.org/,Center for Media and Democracy (PR Watch),left,high,usa,mostly free,organization/foundation,minimal traffic,high credibility
