,link,title,bias rating,factual reporting,country,press freedom rating,media type,traffic/popularity,mbfc credibility rating
0,https://2ndvote.com/,2ndVote,right,mixed,usa,mostly free,organization/foundation,minimal traffic,medium credibility
1,https://abort73.com,Abort73,right,mixed,usa,mostly free,organization/foundation,minimal traffic,medium credibility
2,https://www.academia.org,Accuracy in Academia (AIA),right,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
3,https://www.aim.org,Accuracy in Media (AIM),right,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
4,https://www.acton.org/,Acton Institute,right,mixed,usa,,organization/foundation,minimal traffic,medium credibility
5,https://www.ac2news.com,Against Crony Capitialism,right,mostly factual,usa,mostly free,website,minimal traffic,medium credibility
6,https://www.aish.com/,Aish.com,right,mixed,usa,,organization/foundation,medium traffic,medium credibility
7,https://albertapressleader.ca/,Alberta Press Leader,right,mixed,canada,mostly free,website,minimal traffic,low credibility
8,https://altnewsmedia.net,AltNewsMedia.net,right,mixed,united kingdom (33/180 press freedom),,website,minimal traffic,low credibility
9,https://amac.us/,AMAC (Association of Mature American Citizens),right,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
10,https://www.a1apac.org,America First Action SuperPAC,right,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
11,https://americarisingpac.org/,America Rising PAC,right,mixed,usa,mostly free,organization/foundation,minimal traffic,medium credibility
12,https://aclj.org/,American Center for Law and Justice (ACLJ),right,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
13,https://americanconsequences.com,American Consequences,right,mixed,usa,mostly free,website,minimal traffic,low credibility
14,https://www.conservative.org/,American Conservative Union (ACU),right,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
15,https://www.aei.org/,American Enterprise Institute,right,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
16,https://americansforprosperity.org/,Americans for Prosperity,right,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
17,https://www.atr.org/,Americans for Tax Reform (ATR),right,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
18,https://www.afpc.org/,American Foreign Policy Council (AFPC),right,mostly factual,usa,mostly free,organization/foundation,minimal traffic,medium credibility
19,https://amgreatness.com,American Greatness,right,mixed,usa,mostly free,website,medium traffic,medium credibility
20,https://americanjournaldaily.com/,American Journal Daily,right,mixed,usa,,website,medium traffic,medium credibility
21,https://www.alec.org,American Legislative Exchange Council (ALEC),right,mixed,usa,mostly free,organization/foundation,minimal traffic,medium credibility
22,https://spectator.org/,American Spectator,right,mixed,usa,mostly free,website,medium traffic,medium credibility
23,http://www.amimagazine.org/,Ami Magazine,,mostly factual,usa,,,,
24,https://www.ammoland.com,Ammoland,right,mostly factual,usa,mostly free,website,medium traffic,high credibility
25,https://www.aa.com.tr/en,Anadolu Agency,right,mixed,turkey,limited freedom,news agency,high traffic,medium credibility
26,https://arizonadailyindependent.com,Arizona Daily Independent,right,mixed,usa,,website,minimal traffic,low credibility
27,https://www.armstrongeconomics.com,Armstrong Economics,right,mixed,usa,mostly free,website,medium traffic,medium credibility
28,http://www.asianews.it/en.html,AsiaNews.it,right,mixed,italy,moderate freedom,news agency,medium traffic,medium credibility
29,http://www.aina.org/,Assyrian International News Agency,right,mixed,usa,,website,minimal traffic,medium credibility
30,https://www.badgerinstitute.org/,The Badger Institute,right,mixed,usa,,organization/foundation,minimal traffic,medium credibility
31,https://bearingarms.com/,Bearing Arms,right,mixed,usa,mostly free,website,medium traffic,medium credibility
32,https://www.beliefnet.com/,Beliefnet,right,mixed,usa,mostly free,website,medium traffic,medium credibility
33,https://www.bizpacreview.com,Bizpac Review,right,mixed,usa (44/180 press freedom),,website,medium traffic,medium credibility
34,https://www.blabber.buzz,BlabberBuzz,right,mixed,usa (44/180 press freedom),,website,medium traffic,medium credibility
35,https://policetribune.com/,Blue Lives Matter (Police Tribune),right,mixed,usa,,website,medium traffic,medium credibility
36,https://boundingintocomics.com,Bounding Into Comics,,mixed,usa,,,,
37,https://brownstone.org/,Brownstone Institute,right,mixed,usa,mostly free,organization/foundation,medium traffic,medium credibility
38,https://c2cjournal.ca/,C2C Journal,right,mostly factual,canada,,magazine,minimal traffic,medium credibility
39,https://calgarysun.com/,Calgary Sun,right-center,mostly factual,canada,,newspaper,high traffic,high credibility
40,https://www.campaignlifecoalition.com/,Campaign Life Coalition,right,mixed,canada,,organization/foundation,minimal traffic,medium credibility
41,https://www.campusreform.org,Campus Reform,right,mixed,usa,,organization/foundation,medium traffic,medium credibility
42,https://capitalresearch.org/,Capital Research Center,right,mixed,usa,,organization/foundation,minimal traffic,medium credibility
43,http://freedomandprosperity.org,Center for Freedom and Prosperity,right,mixed,usa,mostly free,organization,minimal traffic,medium credibility
44,https://www.americanexperiment.org/,Center of the American Experiment,right,mixed,usa,mostly free,organization/foundation,minimal traffic,low credibility
45,https://www.chicksonright.com/,Chicks on the Right,right,mixed,usa,mostly free,radio station/website,medium traffic,medium credibility
